,Gross_Pay,Name,Sex,DOB,Age,Join_Date,Tenure,Role,Dept
223,280117.5,'Gerald Carrillo',M,02/03/1982,38,18/12/2017,30,'Manager..Account Management','Americas- AMG'
224,83667.0,'Colette Fowler',F,16/03/1997,23,02/07/2018,24,'Technical Solutions Engineer.Associate.','AmaTec - Americas TSE'
225,179521.25,'Bo Vance',M,24/12/1990,29,20/08/2018,22,'Release Engineer.Senior.','IT DevOps'
226,158238.0,'Shirley Morales',F,29/08/1992,27,30/06/2014,72,'Technical Solutions Engineer II..','AmaTec - Americas TSE'
227,340803.75,'Lesley Carroll',M,01/04/1979,41,10/06/2013,85,'Manager..Software Development Engineer in Test','Dynamic Media SQA'
228,184996.25,'Terrell Rush',M,03/04/1988,32,25/08/2014,70,'Network Infrastructure Engineer II..','Networks - EMEA Infrastructure'
229,118705.0,'Rita Fitzgerald',F,23/08/1981,38,17/04/2008,146,'Billing Specialist.Senior Lead.','Finance - Customer Revenue Operations GA'
230,107108.0,'Hollie Mcneil',F,07/05/1991,29,01/10/2018,21,'Software Development Engineer in Test II..','IT DevOps'
231,106306.25,'Kelly Estes',M,08/07/1994,26,04/07/2016,48,'Network Infrastructure Engineer..','Networks - EMEA Infrastructure'
232,294547.5,'Emile Palmer',M,29/11/1988,31,29/06/2017,36,'Security Operations Center Network Engineer..','APJ Security Services - SOCC'
233,190502.5,'George Hobbs',M,20/12/1993,26,15/02/2016,53,'Software Engineer II..','Corporate Systems'
234,130818.75,'Keneth Frost',M,21/06/1997,23,04/04/2019,15,'Platform Operations Engineer.Associate.','Platform Operations'
235,248522.5,'Jefferson Schaefer',M,14/04/1989,31,24/06/2019,12,'Software Engineer.Senior.','Media Portal'
236,128798.75,'Leroy Gaines',M,21/12/1997,22,05/09/2019,10,'Platform Operations Engineer.Associate.','Platform Operations'
237,117247.5,'Oliver Vaughn',M,02/08/1987,32,01/04/2016,51,'Q/A Engineer II..','GSS EPIC Engineering (HC COGS)'
238,235809.0,'Tanisha Flowers',F,22/03/1991,29,12/03/2015,64,'Software Engineer.Senior II.','Media Services Engineering'
239,77612.0,'Jeannine Carr',F,14/03/1990,30,25/04/2016,50,'Order Analyst II..','Finance - Customer Revenue Operations GA'
240,65967.0,'Freda Chapman',F,03/09/1994,25,08/08/2019,11,'Security Operations Technician..','APJ Security Services - SOCC'
241,86100.0,'Morgan Owens',M,14/05/1994,26,17/10/2019,8,'Account Service Manager..','Americas- AMG'
242,133515.0,'Denver Hebert',M,06/12/1991,28,24/04/2017,38,'Systems Support Engineer II..','IT DevOps'
243,112973.0,'Felicia Shannon',F,31/12/1991,28,02/03/2015,64,'Order Analyst.Senior.','Finance - Customer Revenue Operations GA'
244,79736.25,'Freddy Stuart',M,21/02/1992,28,19/12/2016,42,'Server Tech Services Engineer..','Networks - APJ Infrastructure'
245,214985.0,'Forest Pruitt',M,16/11/1992,27,05/08/2019,11,'Security Operations Center Specialist II..','APJ Security Services - SOCC'
246,94996.25,'Jim Berry',M,25/06/1988,32,12/03/2018,28,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA'
247,158708.75,'Tuan Pennington',M,25/02/1994,26,01/08/2019,11,'Software Engineer II..','Enterprise Applications'
248,101320.0,'Marietta Odom',F,16/04/1990,30,02/05/2016,50,'Contract/Billing Analyst II..','Finance - Customer Revenue Operations GA'
249,198742.5,'Frank Osborn',M,13/05/1990,30,23/08/2018,22,'Software Development Engineer in Test.Senior.','Media Analytics'
250,208587.5,'Floyd Escobar',M,08/11/1986,33,09/08/2012,95,'Platform Operations Engineer.Senior Lead.','Platform Operations'
251,86283.0,'Margret Brewer',F,05/10/1993,26,04/07/2019,12,'Software Engineer..','Enterprise Applications'
252,190556.25,'Lane Armstrong',M,03/12/1989,30,16/08/2011,106,'Technical Solutions Engineer II..','AmaTec - Americas TSE'
253,221432.5,'Moises Cummings',M,28/09/1980,39,16/01/2017,41,'Technical Solutions Engineer.Senior Lead.','AmaTec - Americas TSE'
254,214243.0,'Raquel Velasquez',F,21/01/1982,38,10/11/2014,68,'Manager..Q/A Engineering','IT DevOps'
255,119953.75,'Leon Kramer',M,25/07/1991,28,27/03/2017,39,'Q/A Engineer II..','IT DevOps'
256,600463.75,'Carter Waller',M,24/07/1977,42,02/02/2015,65,Manager.Senior.Engineering,'Media Portal'
257,263311.25,'Rupert Small',M,27/03/1986,34,25/04/2013,86,'Incident Manager..','Platform Operations'
258,119557.0,'Edwina Romero',F,22/09/1989,30,03/04/2014,75,'Contract/Billing Analyst.Senior.','Finance - Customer Revenue Operations GA'
259,239325.0,'Trinidad Meza',M,15/11/1989,30,09/09/2019,10,'Security Operations Center Specialist II..','APJ Security Services - SOCC'
260,94365.0,'Adrian Villanueva',F,17/03/1990,30,25/07/2019,11,'Billing Specialist..','Finance - Customer Revenue Operations GA'
261,92211.0,'Casandra Cochran',F,21/01/1992,28,01/12/2016,43,'Release Engineer II..','IT DevOps'
262,105165.0,'Albert Velazquez',M,01/01/1996,24,03/07/2017,36,'Software Development Engineer in Test II..','Dynamic Media SQA'
263,55468.75,'Boris Gibson',M,29/09/1993,26,13/01/2020,6,'Platform Operations Engineer.Associate.','Platform Operations'
264,347810.0,'Delmar Meyers',M,15/03/1978,42,08/12/2008,139,'Escalation Manager..','APJ Security Services - SOCC'
265,768675.0,'Parker Barajas',M,28/03/1964,56,10/11/2014,68,'Director..Program Management Technical','Enterprise Applications'
266,96891.25,'Danial Daugherty',M,10/04/1989,31,25/09/2017,33,'Accounts Receivable Specialist.Senior.','Finance - Customer Revenue Operations GA'
267,201523.75,'Norris Garrett',M,05/05/1987,33,06/06/2019,13,'Release Engineer.Senior.','Media Analytics'
268,138934.0,'Anton Wang',,15/07/1992,28,31/08/2017,34,'Systems Support Engineer.Senior.','IT DevOps'
269,88970.0,'Hilda English',F,10/09/1993,26,13/05/2019,14,'Technical Solutions Engineer.Associate.','AmaTec - Americas TSE'
270,199090.0,'Nita Franklin',F,03/08/1991,28,22/08/2013,82,'Software Engineer.Senior II.','Enterprise Applications'
271,203967.5,'Jamison Norris',M,01/05/1987,33,28/08/2017,34,'Software Engineer.Senior.','Corporate Systems'
272,118583.75,'Roman Logan',M,06/03/1994,26,20/05/2019,13,'Release Engineer II..','IT DevOps'
273,130158.0,'Alyson Cook',F,06/08/1982,37,27/06/2008,144,'Accounts Receivable Specialist.Senior.','Finance - Customer Revenue Operations GA'
274,62087.0,'Juliet Morrison',F,18/12/1996,23,08/07/2019,12,'Software Development Engineer in Test..','IT DevOps'
275,92266.25,'Bryant Bolton',M,09/06/1997,23,08/07/2019,12,'Software Engineer..','Corporate Systems'
276,155756.25,'Sid Warner',M,20/04/1990,30,06/08/2018,23,'Solutions Architect..','Service Delivery Americas Web'
277,140323.75,'Sean Snyder',M,31/03/1994,26,01/07/2019,12,'Technical Solutions Engineer.Associate.','AmaTec - APJ TSE'
278,191691.25,'Houston Padilla',M,10/02/1990,30,27/02/2017,40,'Software Development Engineer in Test.Senior.','Media Services Engineering'
279,129121.25,'Johnson Torres',M,30/08/1994,25,04/07/2016,48,'Software Engineer II..','Enterprise Applications'
280,123242.5,'Rick Cortez',M,22/07/1987,32,08/12/2016,43,'Client Service Manager..','Americas- AMG'
281,190542.5,'Waldo Zamora',M,05/09/1988,31,29/10/2015,56,'Technical Solutions Engineer II..','AmaTec - Americas TSE'
282,340858.75,'Nelson Roy',M,20/08/1979,40,29/05/2017,37,'User Interface Engineer.Senior II.','GSS EPIC Engineering (HC COGS)'
283,107952.0,'Marion Oconnor',F,22/08/1993,26,16/09/2019,9,'Technical Solutions Engineer..','AmaTec - Americas TSE'
284,73813.0,'Melba Novak',F,13/12/1997,22,08/07/2019,12,'Software Engineer..','Enterprise Applications'
285,489807.5,'Steve Cuevas',M,08/06/1980,40,19/10/2017,32,'Software Engineer.Principal.','Media Portal'
286,181202.0,'Geneva Buckley',F,17/07/1983,36,21/12/2009,126,'Q/A Engineer.Senior II Lead.','IT DevOps'
287,116543.75,'Waylon Hester',M,18/03/1994,26,21/05/2018,25,'Software Development Engineer in Test II..','Dynamic Media SQA'
288,138332.5,'Royce Shelton',M,26/09/1990,29,13/02/2017,41,'Solutions Architect..','Service Delivery Americas Web'
289,92093.0,'Selena Shaw',F,05/06/1992,28,25/07/2016,47,'Server Tech Services Engineer II..','Networks - APJ Infrastructure'
290,178676.25,'Roland Castillo',M,20/02/1991,29,22/12/2016,42,'Platform Operations Engineer II.Lead.','Platform Operations'
291,195114.0,'Valeria Schultz',F,03/11/1987,32,02/07/2019,12,'Software Engineer.Senior.','Corporate Systems'
292,118803.0,'Pat Crosby',F,12/01/1983,37,10/04/2014,75,'Collections Specialist.Senior.','Finance - Customer Revenue Operations GA'
293,144492.5,'Devin Hernandez',M,30/12/1987,32,03/07/2014,72,'Order Analyst.Senior.','Finance - Customer Revenue Operations GA'
294,99528.0,'Kimberley Padilla',F,08/11/1996,23,01/07/2019,12,'Technical Solutions Engineer.Associate.','AmaTec - Americas TSE'
295,142135.0,'Josh Pace',M,21/04/1995,25,03/07/2017,36,'Software Engineer II..','Enterprise Applications'
296,346658.75,'Trevor Munoz',M,08/04/1988,32,15/12/2014,67,'Security Operations Center Specialist.Senior II.','APJ Security Services - SOCC'
297,210087.5,'Rickie Logan',M,21/08/1988,31,13/08/2018,23,'Solutions Architect II..','Service Delivery Americas Web'
298,80779.0,'Kelsey Parsons',F,27/11/1995,24,03/07/2017,36,'Technical Solutions Engineer..','AmaTec - APJ TSE'
299,98635.0,'Jefferey Aguirre',M,05/03/1996,24,02/07/2018,24,'Software Engineer..','Enterprise Applications'
300,284922.5,'Dorian Villegas',M,30/03/1980,40,17/05/2010,121,'Manager..Account Management','Americas- AMG'
301,642351.25,'Felton Hunt',M,28/04/1965,55,06/10/2014,69,'Architect.Principal Lead.','Media Analytics'
302,62947.0,'Danielle Estrada',F,30/08/1992,27,24/07/2017,35,'Account Service Manager..','Americas- AMG'
303,275751.25,'Angelo Lynch',M,02/05/1984,36,02/04/2015,63,'Software Development Engineer in Test.Senior II Lead.','Media Portal'
304,275156.25,'Jose Santiago',M,27/05/1984,36,08/09/2014,70,'User Interface Engineer.Senior.','GSS EPIC Engineering (HC COGS)'
305,102828.75,'Avery Barber',M,27/02/1996,24,14/11/2019,8,'Platform Operations Engineer.Associate.','Platform Operations'
306,44375.0,'Sherry Bowman',F,17/11/1992,27,13/01/2020,6,'Platform Operations Engineer.Associate.','Platform Operations'
307,307517.5,'Brock Dorsey',M,30/11/1981,38,24/07/2017,35,'Software Development Engineer in Test.Senior II.','Media Portal'
308,270395.0,'Cristopher Anthony',M,20/10/1990,29,08/05/2017,38,'Security Operations Center Specialist.Senior.','APJ Security Services - SOCC'
309,223046.25,'Dominic Knapp',M,19/02/1987,33,30/01/2014,77,'Q/A Engineer.Senior II Lead.','IT DevOps'
310,142968.75,'Dion Wiggins',M,18/12/1988,31,22/02/2016,52,'Server Tech Services Engineer II.Lead.','Networks - EMEA Infrastructure'
311,364196.25,'Simon Griffith',M,25/06/1984,36,08/03/2018,28,'Software Engineer.Senior II Lead.','Enterprise Applications'
312,528652.5,'Derrick Navarro',M,09/12/1978,41,02/03/2015,64,'Practice Manager.Senior.','APJ Security Services - SOCC'
313,121945.0,'Gilda Frazier',F,22/12/1981,38,31/01/2011,113,'Collections Specialist.Senior Lead.','Finance - Customer Revenue Operations GA'
314,310062.5,'Royal Shah',M,31/12/1983,36,24/01/2011,113,'Manager..Q/A Engineering','IT DevOps'
315,203333.75,'Rex Rodgers',M,08/09/1991,28,22/08/2019,10,'Software Engineer.Senior.','Dynamic Media SQA'
316,370281.25,'Noe Le',M,17/05/1983,37,10/01/2019,18,'Software Engineer.Senior II.','Enterprise Access Engineering'
317,55468.75,'Donte Richard',M,28/02/1996,24,13/01/2020,6,'Platform Operations Engineer.Associate.','Platform Operations'
318,243892.5,'Deandre Francis',M,02/12/1987,32,04/11/2019,8,'Software Engineer.Senior.','Enterprise Applications'
319,282856.25,'Odell Blackburn',M,09/11/1987,32,12/01/2015,66,'Software Engineer.Senior II.','Media Services Engineering'
320,229333.75,'Eli Gibbs',M,18/04/1992,28,18/11/2019,7,'System Operations Engineer.Senior.','Enterprise Access Engineering'
321,167190.0,'Iris Middleton',F,01/03/1990,30,18/07/2016,47,'Contract/Billing Analyst II..','Finance - Customer Revenue Operations GA'
322,167201.25,'Dalton Pitts',M,28/07/1978,41,07/11/2011,104,'Collections Specialist.Senior.','Finance - Customer Revenue Operations GA'
323,170906.25,'Victor Ayala',M,19/09/1994,25,25/11/2019,7,'Software Engineer II..','Enterprise Applications'
324,137280.0,'Corinne Meza',F,16/06/1991,29,23/10/2017,32,'Software Engineer.Senior.','Media Analytics'
325,96728.75,'Ismael Jacobs',M,29/06/1992,28,13/05/2019,14,'Server Tech Services Engineer..','Networks - APJ Infrastructure'
326,153935.0,'Normand Weeks',M,19/05/1989,31,02/06/2016,49,'Q/A Engineer.Senior.','IT DevOps'
327,179985.0,'Deshawn Roberts',M,17/10/1989,30,23/12/2019,6,'Systems Administrator..Windows','Enterprise Infrastructure Services'
328,357247.5,'Antoine Cordova',M,21/06/1985,35,29/08/2011,106,Manager..Engineering,'Corporate Systems'
329,195785.0,'Katina Duran',F,11/08/1991,28,23/12/2019,6,'Software Development Engineer in Test.Senior.','Enterprise Access Engineering'
330,153750.0,'Chang Small',M,05/02/1994,26,18/11/2019,7,'Release Engineer II..','Media Services Engineering'
331,162357.5,'Shirley Acevedo',M,10/06/1994,26,27/09/2018,21,'Platform Operations Engineer..','Platform Operations'
332,140241.25,'Kerry Donovan',M,20/09/1986,33,20/11/2014,67,'Billing Specialist.Senior.','Finance - Customer Revenue Operations GA'
333,407582.5,'Elmo Hutchinson',M,31/08/1985,34,15/09/2014,70,'Practice Manager..','APJ Security Services - SOCC'
334,80192.5,'Jame Haas',M,10/05/1989,31,22/04/2019,14,'Help Desk Specialist.Associate.','Enterprise Infrastructure Services'
335,266980.0,'Lynwood Sexton',M,16/07/1988,31,19/11/2012,91,'Software Engineer.Senior II.','Corporate Systems'
336,206803.75,'Felipe Shepard',M,06/07/1981,39,12/07/2018,24,'Database Administrator II..','Enterprise Infrastructure Services'
337,125585.0,'Domenic Ross',M,01/12/1996,23,08/07/2019,12,'Security Operations Center Specialist..','APJ Security Services - SOCC'
338,124460.0,'Broderick Bailey',M,01/01/1989,31,11/02/2019,17,'Security Operations Technician II..','APJ Security Services - SOCC'
339,141286.0,'Deena Hughes',F,19/05/1990,30,21/07/2014,71,'Infrastructure Delivery Manager II..','Networks - EMEA Infrastructure'
340,88267.0,'Dianne Williams',F,01/06/1993,27,02/12/2019,7,'Platform Operations Engineer..','Platform Operations'
341,124340.0,'Abe George',M,29/12/1994,25,13/05/2019,14,'Platform Operations Engineer..','Platform Operations'
342,577980.0,'Sid Baxter',M,11/05/1983,37,12/11/2012,92,Manager.Senior.Engineering,'Corporate Systems'
343,235702.5,'Jim Greer',M,14/04/1989,31,18/09/2017,33,'Business Systems Analyst.Senior II.','Corporate Systems'
344,102266.0,'Olive Monroe',F,13/05/1992,28,23/09/2019,9,'Client Service Manager..','Americas- AMG'
345,156170.0,'Marion Mora',M,26/07/1989,30,07/03/2016,52,'Technical Solutions Engineer II..','AmaTec - Americas TSE'
346,616192.5,'Gino Orr',M,21/06/1977,43,31/05/2010,121,'Director..Customer Financial Operations','Finance - Customer Revenue Operations GA'
347,98206.25,'Kim Schneider',M,15/03/1989,31,30/11/2017,31,'Systems Administrator..','Enterprise Infrastructure Services'
348,300783.75,'Isreal Barton',M,06/08/1987,32,16/03/2017,39,'Software Engineer.Senior II.','Corporate Systems'
349,205482.5,'Haywood Cohen',M,18/05/1985,35,03/12/2012,91,'Infrastructure Delivery Manager II..','Networks - APJ Infrastructure'
350,179661.25,'Sean Arnold',M,05/06/1985,35,13/02/2014,77,'Systems Administrator II..','Enterprise Infrastructure Services'
351,221153.75,'Elmer Marshall',M,17/10/1988,31,18/09/2017,33,'Software Engineer.Senior.','GSS EPIC Engineering (HC COGS)'
352,124713.75,'Kenton Richards',M,01/12/1992,27,05/10/2017,33,'Platform Operations Engineer..','Platform Operations'
353,114591.0,'Michelle Daugherty',F,20/10/1992,27,22/07/2019,11,'Q/A Engineer II..','IT DevOps'
354,80457.0,'Dina Zavala',F,11/07/1991,29,16/04/2018,26,'Technical Solutions Engineer..','AmaTec - APJ TSE'
355,270583.75,'Milton Cline',M,05/04/1990,30,29/12/2014,66,'Shift Manager..Platform Operations','Platform Operations'
356,416200.0,'Alan Morris',M,31/08/1984,35,02/02/2015,65,Manager..Engineering,'Media Portal'
357,98496.25,'Theodore Burke',M,18/12/1989,30,09/11/2017,32,'Network Engagement Consultant..','Networks - APJ Infrastructure'
358,144107.5,'Willard Morrison',M,10/06/1990,30,25/11/2019,7,'Technical Solutions Engineer..','AmaTec - Americas TSE'
359,79301.0,'Natasha Faulkner',F,27/12/1990,29,23/10/2017,32,'Order Analyst II..','Finance - Customer Revenue Operations GA'
360,269203.75,'Clifton Alvarado',M,28/10/1992,27,19/12/2019,6,'Applications Developer II..','Corporate Systems'
361,89629.0,'Sallie Gomez',F,25/03/1990,30,08/02/2018,29,'Client Service Manager..','Americas- AMG'
362,192127.5,'Wendell Valencia',M,19/05/1991,29,30/07/2018,23,'Software Engineer II..','Media Portal'
363,250593.75,'Sterling Huffman',M,12/02/1989,31,11/05/2015,62,'Platform Operations Engineer.Senior.','Platform Operations'
364,172840.0,'Paris Allen',M,26/11/1990,29,02/05/2016,50,'Platform Operations Engineer II..','Platform Operations'
365,124896.0,'Robbie Anthony',,13/12/1980,39,13/03/2014,76,'Client Service Manager.Senior.','Americas- AMG'
366,289755.0,'Clifford Villegas',M,15/08/1982,37,02/02/2015,65,'Software Engineer.Senior II Lead.','Corporate Systems'
367,280795.0,'Nelson Townsend',M,12/02/1989,31,20/06/2016,48,'Software Engineer.Senior II.','Media Analytics'
368,376162.5,'Roberto Sparks',M,12/03/1981,39,17/08/2015,58,Architect.Lead.,'Media Portal'
369,96309.0,'Abigail Frederick',F,24/01/1991,29,14/12/2017,31,'Partner Services Manager..','Americas- AMG'
370,176840.0,'Miles Colon',M,26/04/1985,35,28/12/2015,54,'Partner Services Manager.Senior.','Americas- AMG'
371,223235.0,'Tristan Farmer',M,03/04/1990,30,10/07/2017,36,'Release Engineer.Senior.','LUNA/OPEN Engineering'
372,173760.0,'Isaac Bautista',M,06/04/1993,27,20/09/2018,21,'Technical Solutions Engineer..','AmaTec - Americas TSE'
373,88516.25,'Malcom Reynolds',M,11/01/1998,22,08/07/2019,12,'Software Engineer..','Enterprise Applications'
374,266652.5,'Kasey Holt',M,26/08/1987,32,15/04/2013,87,'Manager..Account Management','Americas- AMG'
375,920.0,'Royal Henry',M,17/10/1990,29,23/02/2017,40,'Solutions Architect.Senior.','Service Delivery Americas Web'
376,239250.0,'Rene Melendez',M,22/08/1990,29,29/08/2019,10,'Software Engineer.Senior.','Corporate Systems'
377,150298.75,'Alonso Abbott',M,18/06/1995,25,23/12/2019,6,'Technical Solutions Engineer..','AmaTec - Americas TSE'
378,108895.0,'Kristy Orozco',F,11/04/1995,25,03/07/2017,36,'Software Engineer II..','GSS EPIC Engineering (HC COGS)'
379,242193.75,'Desmond Hendrix',M,05/09/1990,29,30/07/2015,59,'Software Development Engineer in Test.Senior II.','Media Portal'
380,93100.0,'Aline Kirk',F,13/01/1994,26,02/05/2019,14,'Technical Solutions Engineer..','AmaTec - APJ TSE'
381,117338.75,'Sherwood Clarke',M,16/06/1990,30,22/08/2016,46,'Site Reliability Engineer..','LUNA/OPEN Engineering'
382,130933.0,'Augusta Sutton',F,11/02/1987,33,22/08/2019,10,'Software Development Engineer in Test.Senior.','Dynamic Media SQA'
383,242336.0,'Wanda Hernandez',F,31/10/1985,34,06/10/2014,69,'Software Engineer.Senior II.','Media Analytics'
384,99648.0,'Lilian Soto',F,05/10/1988,31,10/12/2012,91,'Contract/Billing Analyst.Senior.','Finance - Customer Revenue Operations GA'
385,136832.5,'Glen Sutton',M,14/11/1994,25,11/07/2019,12,'Platform Operations Engineer..','Platform Operations'
386,86609.0,'Ashlee Rose',F,31/01/1992,28,27/11/2017,31,'Q/A Engineer II..','IT DevOps'
387,164761.0,'Tonya Woodard',F,28/03/1988,32,13/05/2019,14,'Q/A Engineer.Senior.','IT DevOps'
388,172792.5,'Willis Hicks',M,08/02/1988,32,15/10/2012,93,'Collections Specialist.Senior Lead.','Finance - Customer Revenue Operations GA'
389,247958.75,'Dorian Walters',M,25/12/1979,40,04/07/2019,12,'Applications Developer.Senior.','Corporate Systems'
390,131012.5,'Duncan Dominguez',M,27/09/1991,28,04/07/2016,48,'Systems Engineer..','GSS EPIC Engineering (HC COGS)'
391,126667.5,'Richie Branch',M,18/09/1990,29,04/11/2019,8,'Platform Operations Engineer..','Platform Operations'
392,113169.0,'Pauline Clarke',F,22/05/1993,27,20/06/2016,48,'Client Service Manager..','Americas- AMG'
393,88516.25,'Tanner Norman',M,17/02/1997,23,08/07/2019,12,'Software Engineer..','Enterprise Applications'
394,182032.5,'Casey Mclaughlin',M,30/07/1986,33,28/03/2016,51,'Lead..Account Management','Americas- AMG'
395,107048.0,'Kate Kane',F,31/08/1992,27,02/04/2018,27,'Security Operations Technician.Senior.','APJ Security Services - SOCC'
396,114281.0,'Lea Norris',F,13/04/1993,27,07/09/2017,34,'Software Development Engineer in Test II..','Media Services Engineering'
397,161500.0,'Dominique Lozano',F,28/05/1991,29,06/01/2020,6,'Software Engineer.Senior.','Media Portal'
398,122087.0,'Alison Orozco',F,24/06/1994,26,20/06/2016,48,'Technical Solutions Engineer II..','AmaTec - APJ TSE'
399,119586.25,'Lazaro Vazquez',M,18/03/1992,28,24/01/2019,17,'Technical Solutions Engineer..','AmaTec - Americas TSE'
400,424165.0,'Carson Maddox',M,09/04/1986,34,04/10/2010,117,'Manager.Senior.Systems Support','IT DevOps'
401,176990.0,'Ezra Stewart',M,29/01/1989,31,18/12/2014,66,'Q/A Engineer.Senior.','GSS EPIC Engineering (HC COGS)'
402,152277.5,'Scot Lee',M,27/10/1991,28,20/06/2016,48,'Technical Solutions Engineer..','AmaTec - Americas TSE'
403,184987.5,'Dwayne Terrell',M,27/11/1989,30,19/05/2016,49,'Network Support Consultant..','Networks - APJ Infrastructure'
404,153492.5,'Aurelio Powell',M,22/11/1989,30,02/08/2018,23,'Client Service Manager..','Americas- AMG'
405,282507.5,'Gordon Zamora',M,19/04/1987,33,06/02/2017,41,'Program Manager.Senior.Technical','GSS EPIC Engineering (HC COGS)'
406,1281206.25,'Alfred Hickman',M,20/09/1972,47,09/02/2009,137,'Vice President  Managing Director India..','Enterprise Applications'
407,149557.5,'Donnie Blevins',M,02/01/1994,26,05/09/2019,10,'Technical Solutions Engineer..','AmaTec - Americas TSE'
408,270360.0,'Carroll Moran',M,30/08/1987,32,17/05/2018,25,'Q/A Engineer.Senior.','Enterprise Access Engineering'
409,363633.0,'Liza Raymond',F,27/08/1993,26,09/12/2019,7,'Software Engineer.Senior.','Media Portal'
410,266775.0,'Jesse Hooper',M,19/06/1985,35,16/06/2016,48,'Solutions Architect.Senior.','Service Delivery Americas Web'
411,329337.5,'Sherwood Preston',M,20/06/1985,35,21/05/2015,61,'Software Engineer.Senior II.','Media Services Engineering'
412,281898.75,'Brenton Frank',M,18/08/1987,32,22/12/2014,66,'Software Engineer.Senior II.','Corporate Systems'
413,335417.5,'Van Cabrera',M,15/07/1980,40,17/02/2014,76,'Manager..Q/A Engineering','IT DevOps'
414,141696.0,'Katheryn Preston',F,11/12/1989,30,05/04/2018,27,'Security Operations Center Specialist..','APJ Security Services - SOCC'
415,89577.5,'Ezra Pugh',M,02/06/1992,28,27/08/2018,22,'Account Service Manager..','Americas- AMG'
416,91439.0,'Karla Hopkins',F,12/06/1993,27,02/07/2018,24,'Software Development Engineer in Test II..','Media Services Engineering'
417,108577.5,'Lon Price',M,30/10/1987,32,03/04/2017,39,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA'
418,1210222.5,'Nestor Parsons',M,11/12/1969,50,03/10/2016,45,Director..Engineering,'Enterprise Access Engineering'
419,44375.0,'Kenya Montoya',F,24/09/1995,24,13/01/2020,6,'Platform Operations Engineer.Associate.','Platform Operations'
420,352075.0,'Jerome Whitney',M,08/08/1984,35,18/05/2015,61,'Database Administrator.Senior Lead.','Enterprise Infrastructure Services'
421,104133.0,'Rosetta Fuller',F,23/10/1988,31,07/03/2019,16,'Business Systems Analyst..','Enterprise Infrastructure Services'
422,246113.75,'Eusebio Reyes',M,14/07/1983,37,24/02/2009,136,'Process  Quality Engineer.Senior Lead.','Platform Operations'
423,146828.75,'Modesto Murray',M,12/06/1986,34,21/09/2017,33,'Client Service Manager..','Americas- AMG'
424,125306.0,'Marina Potter',F,09/06/1992,28,28/07/2016,47,'Q/A Engineer.Senior.','IT DevOps'
425,291225.0,'Sidney Mcclure',M,27/08/1987,32,02/07/2012,96,'Systems Support Engineer.Senior II Lead.','IT DevOps'
426,137151.25,'Cristobal Parks',M,10/05/1987,33,14/11/2016,44,'Security Operations Technician II..','APJ Security Services - SOCC'
427,294806.25,'Marshall Odonnell',M,05/03/1984,36,02/06/2014,73,'Software Development Engineer in Test.Senior II.','Media Services Engineering'
428,129348.0,'Lynette Montoya',F,22/06/1986,34,30/01/2014,77,'Logistics Analyst.Lead.','Networks - APJ Infrastructure'
429,280767.0,'Phyllis Haas',F,05/03/1991,29,16/07/2012,95,'Manager..Platform Operations','Platform Operations'
430,316053.0,'Merle Peterson',F,01/03/1981,39,06/08/2012,95,'Manager.Senior.Business Applications','Enterprise Applications'
431,190359.0,'Dorthy White',F,20/02/1989,31,05/12/2011,103,'Network Infrastructure Engineer.Senior Lead.','Networks - EMEA Infrastructure'
432,129501.25,'Elton Odom',M,03/03/1994,26,07/03/2019,16,'Technical Solutions Engineer.Associate.','AmaTec - Americas TSE'
433,128535.0,'Dexter Rasmussen',M,16/09/1990,29,23/11/2015,55,'Client Service Manager.Senior.','Americas- AMG'
434,103538.75,'Pablo Myers',M,01/04/1985,35,17/09/2018,21,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA'
435,397952.5,'Pierre Andersen',M,01/08/1974,45,18/09/2017,33,'Manager..Q/A Engineering','Enterprise Access Engineering'
436,223435.0,'Denver Vance',M,24/08/1987,32,11/05/2017,38,'Business Systems Analyst.Senior II.','Corporate Systems'
437,139488.75,'Calvin Jacobs',M,11/12/1990,29,19/09/2019,9,'Business Systems Analyst..','Enterprise Applications'
438,139692.5,'Elton Ho',M,11/04/1989,31,20/06/2016,48,'Technical Solutions Engineer..','AmaTec - APJ TSE'
439,148325.0,'Erick Hanson',M,27/03/1994,26,04/07/2016,48,'Software Engineer II..','Enterprise Applications'
440,175300.0,'Rob Bauer',M,28/09/1991,28,24/10/2016,44,'Solutions Architect II..','Service Delivery Americas Web'
441,124907.5,'Lauren Ponce',M,10/10/1993,26,15/12/2016,43,'Software Development Engineer in Test II..','Dynamic Media SQA'
442,111050.0,'Harry Schneider',M,05/03/1986,34,20/08/2018,22,'Help Desk Specialist..','Enterprise Infrastructure Services'
443,94937.0,'Joyce Aguilar',F,24/06/1991,29,23/07/2018,23,'Client Service Manager..','Americas- AMG'
444,358108.75,'Javier Lowery',M,30/06/1985,35,02/12/2019,7,'Infrastructure Delivery Manager..','Networks - APJ Infrastructure'
445,112316.25,'Marcus Shields',M,17/04/1993,27,22/08/2019,10,'Q/A Engineer II..','IT DevOps'
446,133472.5,'Olen Ortiz',M,21/03/1993,27,27/06/2019,12,'Technical Solutions Engineer.Associate.','AmaTec - APJ TSE'
